Covers_55739,Goodreads_books_11886,True
Covers_34127,Goodreads_books_27485,False
Covers_480,Goodreads_books_42627,True
Covers_282,Goodreads_books_42251,True
Covers_97956,Goodreads_books_30616,False
Covers_718,Goodreads_books_23791,True
Covers_25378,Goodreads_books_3265,True
Covers_174499,Goodreads_books_26984,False
Covers_77746,Goodreads_books_1561,False
Covers_896,Goodreads_books_1292,True
Covers_261194,Goodreads_books_8539,False
Covers_96561,Goodreads_books_38337,True
Covers_116394,Goodreads_books_14618,False
Covers_3752,Goodreads_books_6063,False
Covers_99320,Goodreads_books_39973,False
Covers_127188,Goodreads_books_6643,False
Covers_37153,Goodreads_books_7641,False
Covers_144848,Goodreads_books_40602,False
Covers_339,Goodreads_books_46381,True
Covers_622,Goodreads_books_49310,True
Covers_17436,Goodreads_books_48042,False
Covers_192118,Goodreads_books_45768,False
Covers_172072,Goodreads_books_4811,False
Covers_286,Goodreads_books_41522,True
Covers_216828,Goodreads_books_30894,False
Covers_110527,Goodreads_books_48176,False
Covers_39815,Goodreads_books_25806,False
Covers_109909,Goodreads_books_3791,False
Covers_179991,Goodreads_books_29611,False
Covers_176,Goodreads_books_41922,True
Covers_243273,Goodreads_books_25650,False
Covers_224,Goodreads_books_21088,True
Covers_247291,Goodreads_books_26272,False
Covers_861,Goodreads_books_15092,True
Covers_7667,Goodreads_books_3494,False
Covers_242853,Goodreads_books_6954,False
Covers_212355,Goodreads_books_27397,False
Covers_212,Goodreads_books_44989,True
Covers_16699,Goodreads_books_16033,False
Covers_57673,Goodreads_books_9027,False
Covers_102451,Goodreads_books_21128,False
Covers_1984,Goodreads_books_6321,False
Covers_29595,Goodreads_books_21156,False
Covers_241684,Goodreads_books_35821,False
Covers_266572,Goodreads_books_3410,False
Covers_17170,Goodreads_books_13908,False
Covers_82110,Goodreads_books_50703,False
Covers_136518,Goodreads_books_10386,True
Covers_52,Goodreads_books_42171,True
Covers_23316,Goodreads_books_10551,False
Covers_43149,Goodreads_books_12816,False
Covers_700,Goodreads_books_4405,True
Covers_31727,Goodreads_books_18196,False
Covers_235990,Goodreads_books_19588,False
Covers_206099,Goodreads_books_49750,False
Covers_148750,Goodreads_books_1128,False
Covers_19132,Goodreads_books_11737,False
Covers_304,Goodreads_books_5915,True
Covers_149154,Goodreads_books_37151,False
Covers_121243,Goodreads_books_21539,False
Covers_23321,Goodreads_books_8960,False
Covers_369,Goodreads_books_16689,True
Covers_253101,Goodreads_books_35699,False
Covers_31542,Goodreads_books_28697,False
Covers_129947,Goodreads_books_44522,False
Covers_796,Goodreads_books_12840,True
Covers_68354,Goodreads_books_27718,False
Covers_226601,Goodreads_books_15788,FALSE
Covers_357,Goodreads_books_41628,True
Covers_173275,Goodreads_books_36662,False
Covers_767,Goodreads_books_5958,True
Covers_59521,Goodreads_books_22608,False
Covers_3047,Goodreads_books_380,True
Covers_112592,Goodreads_books_24437,False
Covers_192972,Goodreads_books_10850,False
Covers_155,Goodreads_books_27515,True
Covers_46355,Goodreads_books_22103,True
Covers_211648,Goodreads_books_12239,False
Covers_241065,Goodreads_books_15645,False
Covers_78,Goodreads_books_42339,True
Covers_41492,Goodreads_books_20693,False
Covers_488,Goodreads_books_43218,True
Covers_74882,Goodreads_books_19003,False
Covers_981,Goodreads_books_34149,False
Covers_92800,Goodreads_books_10175,False
Covers_227469,Goodreads_books_29287,False
Covers_580,Goodreads_books_48104,True
Covers_231523,Goodreads_books_36914,False
Covers_35679,Goodreads_books_42269,False
Covers_141290,Goodreads_books_41126,False
Covers_177312,Goodreads_books_24928,False
Covers_336,Goodreads_books_46247,True
Covers_93542,Goodreads_books_36095,True
Covers_59473,Goodreads_books_27050,False
Covers_5432,Goodreads_books_41629,True
Covers_179795,Goodreads_books_39580,False
Covers_124482,Goodreads_books_13258,False
Covers_79304,Goodreads_books_34054,False
Covers_1061,Goodreads_books_42007,True
Covers_21,Goodreads_books_21538,True
Covers_44727,Goodreads_books_45350,True
Covers_707,Goodreads_books_42419,True
Covers_19808,Goodreads_books_47409,False
Covers_204610,Goodreads_books_30143,True
Covers_167432,Goodreads_books_22612,False
Covers_40037,Goodreads_books_38322,False
Covers_246,Goodreads_books_41729,True
Covers_150088,Goodreads_books_5792,False
Covers_170722,Goodreads_books_42468,False
Covers_79330,Goodreads_books_46994,False
Covers_70223,Goodreads_books_51191,False
Covers_140,Goodreads_books_41682,True
Covers_30575,Goodreads_books_17213,False
Covers_281,Goodreads_books_4583,True
Covers_27075,Goodreads_books_47884,False
Covers_86796,Goodreads_books_38320,False
Covers_49306,Goodreads_books_40253,False
Covers_241936,Goodreads_books_38947,True
Covers_30656,Goodreads_books_40189,False
Covers_170408,Goodreads_books_33431,False
Covers_239491,Goodreads_books_45974,False
Covers_111377,Goodreads_books_43162,False
Covers_6595,Goodreads_books_29511,False
Covers_50938,Goodreads_books_335,False
Covers_111943,Goodreads_books_9096,False
Covers_49620,Goodreads_books_15244,False
Covers_164817,Goodreads_books_13505,False
Covers_119218,Goodreads_books_6198,False
Covers_97169,Goodreads_books_24227,False
Covers_113830,Goodreads_books_5437,False
