"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorJaccard record1Value","[0] BookTitleComparatorJaccard record2Value","[0] BookTitleComparatorJaccard record1PreprocessedValue","[0] BookTitleComparatorJaccard record2PreprocessedValue","[0] BookTitleComparatorJaccard similarity","[0] BookTitleComparatorJaccard postproccesedSimilarity","[1] BookTitleComparatorLevenshtein record1Value","[1] BookTitleComparatorLevenshtein record2Value","[1] BookTitleComparatorLevenshtein record1PreprocessedValue","[1] BookTitleComparatorLevenshtein record2PreprocessedValue","[1] BookTitleComparatorLevenshtein similarity","[1] BookTitleComparatorLevenshtein postproccesedSimilarity","[2] BookTitleComparatorPreprocessedJaccard record1Value","[2] BookTitleComparatorPreprocessedJaccard record2Value","[2] BookTitleComparatorPreprocessedJaccard record1PreprocessedValue","[2] BookTitleComparatorPreprocessedJaccard record2PreprocessedValue","[2] BookTitleComparatorPreprocessedJaccard similarity","[2] BookTitleComparatorPreprocessedJaccard postproccesedSimilarity","[3] BookTitleComparatorPreprocessedLevenshtein record1Value","[3] BookTitleComparatorPreprocessedLevenshtein record2Value","[3] BookTitleComparatorPreprocessedLevenshtein record1PreprocessedValue","[3] BookTitleComparatorPreprocessedLevenshtein record2PreprocessedValue","[3] BookTitleComparatorPreprocessedLevenshtein similarity","[3] BookTitleComparatorPreprocessedLevenshtein postproccesedSimilarity","[4] BookTitleComparatorJaro record1Value","[4] BookTitleComparatorJaro record2Value","[4] BookTitleComparatorJaro record1PreprocessedValue","[4] BookTitleComparatorJaro record2PreprocessedValue","[4] BookTitleComparatorJaro similarity","[4] BookTitleComparatorJaro postproccesedSimilarity","[5] BookTitleComparatorPreprocessedJaro record1Value","[5] BookTitleComparatorPreprocessedJaro record2Value","[5] BookTitleComparatorPreprocessedJaro record1PreprocessedValue","[5] BookTitleComparatorPreprocessedJaro record2PreprocessedValue","[5] BookTitleComparatorPreprocessedJaro similarity","[5] BookTitleComparatorPreprocessedJaro postproccesedSimilarity","[6] BookTitleComparatorJaroWinkler record1Value","[6] BookTitleComparatorJaroWinkler record2Value","[6] BookTitleComparatorJaroWinkler record1PreprocessedValue","[6] BookTitleComparatorJaroWinkler record2PreprocessedValue","[6] BookTitleComparatorJaroWinkler similarity","[6] BookTitleComparatorJaroWinkler postproccesedSimilarity","[7] BookTitleComparatorPreprocessedJaroWinkler record1Value","[7] BookTitleComparatorPreprocessedJaroWinkler record2Value","[7] BookTitleComparatorPreprocessedJaroWinkler record1PreprocessedValue","[7] BookTitleComparatorPreprocessedJaroWinkler record2PreprocessedValue","[7] BookTitleComparatorPreprocessedJaroWinkler similarity","[7] BookTitleComparatorPreprocessedJaroWinkler postproccesedSimilarity","[8] BookTitleComparatorPreprocessedMongeElkan record1Value","[8] BookTitleComparatorPreprocessedMongeElkan record2Value","[8] BookTitleComparatorPreprocessedMongeElkan record1PreprocessedValue","[8] BookTitleComparatorPreprocessedMongeElkan record2PreprocessedValue","[8] BookTitleComparatorPreprocessedMongeElkan similarity","[8] BookTitleComparatorPreprocessedMongeElkan postproccesedSimilarity","[9] BookTitleComparatorMongeElkan record1Value","[9] BookTitleComparatorMongeElkan record2Value","[9] BookTitleComparatorMongeElkan record1PreprocessedValue","[9] BookTitleComparatorMongeElkan record2PreprocessedValue","[9] BookTitleComparatorMongeElkan similarity","[9] BookTitleComparatorMongeElkan postproccesedSimilarity","[10] BookAuthorComparatorPreprocessedJaccard record1Value","[10] BookAuthorComparatorPreprocessedJaccard record2Value","[10] BookAuthorComparatorPreprocessedJaccard record1PreprocessedValue","[10] BookAuthorComparatorPreprocessedJaccard record2PreprocessedValue","[10] BookAuthorComparatorPreprocessedJaccard similarity","[10] BookAuthorComparatorPreprocessedJaccard postproccesedSimilarity","[11] BookAuthorComparatorJaccard record1Value","[11] BookAuthorComparatorJaccard record2Value","[11] BookAuthorComparatorJaccard record1PreprocessedValue","[11] BookAuthorComparatorJaccard record2PreprocessedValue","[11] BookAuthorComparatorJaccard similarity","[11] BookAuthorComparatorJaccard postproccesedSimilarity","[12] BookAuthorComparatorPreprocessedJaro record1Value","[12] BookAuthorComparatorPreprocessedJaro record2Value","[12] BookAuthorComparatorPreprocessedJaro record1PreprocessedValue","[12] BookAuthorComparatorPreprocessedJaro record2PreprocessedValue","[12] BookAuthorComparatorPreprocessedJaro similarity","[12] BookAuthorComparatorPreprocessedJaro postproccesedSimilarity","[13] BookAuthorComparatorJaro record1Value","[13] BookAuthorComparatorJaro record2Value","[13] BookAuthorComparatorJaro record1PreprocessedValue","[13] BookAuthorComparatorJaro record2PreprocessedValue","[13] BookAuthorComparatorJaro similarity","[13] BookAuthorComparatorJaro postproccesedSimilarity","[14] BookAuthorComparatorPreprocessedJaroWinkler record1Value","[14] BookAuthorComparatorPreprocessedJaroWinkler record2Value","[14] BookAuthorComparatorPreprocessedJaroWinkler record1PreprocessedValue","[14] BookAuthorComparatorPreprocessedJaroWinkler record2PreprocessedValue","[14] BookAuthorComparatorPreprocessedJaroWinkler similarity","[14] BookAuthorComparatorPreprocessedJaroWinkler postproccesedSimilarity","[15] BookAuthorComparatorJaroWinkler record1Value","[15] BookAuthorComparatorJaroWinkler record2Value","[15] BookAuthorComparatorJaroWinkler record1PreprocessedValue","[15] BookAuthorComparatorJaroWinkler record2PreprocessedValue","[15] BookAuthorComparatorJaroWinkler similarity","[15] BookAuthorComparatorJaroWinkler postproccesedSimilarity","[16] BookAuthorComparatorPreprocessedMongeElkan record1Value","[16] BookAuthorComparatorPreprocessedMongeElkan record2Value","[16] BookAuthorComparatorPreprocessedMongeElkan record1PreprocessedValue","[16] BookAuthorComparatorPreprocessedMongeElkan record2PreprocessedValue","[16] BookAuthorComparatorPreprocessedMongeElkan similarity","[16] BookAuthorComparatorPreprocessedMongeElkan postproccesedSimilarity","[17] BookAuthorComparatorMongeElkan record1Value","[17] BookAuthorComparatorMongeElkan record2Value","[17] BookAuthorComparatorMongeElkan record1PreprocessedValue","[17] BookAuthorComparatorMongeElkan record2PreprocessedValue","[17] BookAuthorComparatorMongeElkan similarity","[17] BookAuthorComparatorMongeElkan postproccesedSimilarity","[18] BookGenreComparatorJaccard record1Value","[18] BookGenreComparatorJaccard record2Value","[18] BookGenreComparatorJaccard record1PreprocessedValue","[18] BookGenreComparatorJaccard record2PreprocessedValue","[18] BookGenreComparatorJaccard similarity","[18] BookGenreComparatorJaccard postproccesedSimilarity","[19] BookGenreComparatorPreprocessedJaccard record1Value","[19] BookGenreComparatorPreprocessedJaccard record2Value","[19] BookGenreComparatorPreprocessedJaccard record1PreprocessedValue","[19] BookGenreComparatorPreprocessedJaccard record2PreprocessedValue","[19] BookGenreComparatorPreprocessedJaccard similarity","[19] BookGenreComparatorPreprocessedJaccard postproccesedSimilarity","[20] BookRatingComparatorEuclideanDistance record1Value","[20] BookRatingComparatorEuclideanDistance record2Value","[20] BookRatingComparatorEuclideanDistance record1PreprocessedValue","[20] BookRatingComparatorEuclideanDistance record2PreprocessedValue","[20] BookRatingComparatorEuclideanDistance similarity","[20] BookRatingComparatorEuclideanDistance postproccesedSimilarity","[21] BookRatingComparatorManhattanDistance record1Value","[21] BookRatingComparatorManhattanDistance record2Value","[21] BookRatingComparatorManhattanDistance record1PreprocessedValue","[21] BookRatingComparatorManhattanDistance record2PreprocessedValue","[21] BookRatingComparatorManhattanDistance similarity","[21] BookRatingComparatorManhattanDistance postproccesedSimilarity"
"WekaMatchingRule","Goodreads_books_33261","Amazon_12085","0.0014619883040935672","0","The House of the Seven Gables","The House of the Seven Gables","The House of the Seven Gables","The House of the Seven Gables","1.0","1.0","The House of the Seven Gables","The House of Government","The House of the Seven Gables","The House of Government","0.5172413793103448","0.5172413793103448","the house of the seven gables","the house of the seven gables","the house of the seven gables","the house of the seven gables","1.0","1.0","the house of the seven gables","the house of the seven gables","the house of the seven gables","the house of the seven gables","1.0","1.0","The House of the Seven Gables","The House of Government","The House of the Seven Gables","The House of Government","0.7919987374733686","0.7919987374733686","the house of the seven gables","the house of the seven gables","the house of the seven gables","the house of the seven gables","1.0","1.0","The House of the Seven Gables","The House of Government","The House of the Seven Gables","The House of Government","0.8751992424840211","0.8751992424840211","the house of the seven gables","the house of the seven gables","the house of the seven gables","the house of the seven gables","1.0","1.0","the house of the seven gables","the house of the seven gables","the house of the seven gables","the house of the seven gables","1.0","1.0","The House of the Seven Gables","The House of the Seven Gables","The House of the Seven Gables","The House of the Seven Gables","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0","Robert S. Levine","Yuri Slezkine","robert s levine","yuri slezkine","0.5912393162393162","0.5912393162393162","Robert S. Levine","Yuri Slezkine","Robert S. Levine","Yuri Slezkine","0.5801282051282052","0.5801282051282052","Robert S. Levine","Yuri Slezkine","robert s levine","yuri slezkine","0.5912393162393162","0.5912393162393162","Robert S. Levine","Yuri Slezkine","Robert S. Levine","Yuri Slezkine","0.5801282051282052","0.5801282051282052","Robert S. Levine","Yuri Slezkine","robert s levine","yuri slezkine","0.3076923076923077","0.3076923076923077","Robert S. Levine","Yuri Slezkine","Robert S. Levine","Yuri Slezkine","0.2923076923076923","0.0","","","","","0.0","0.0","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WekaMatchingRule","Goodreads_books_32252","Amazon_4862","0.8061224489795918","0","The Wicked King","The Wicked King","The Wicked King","The Wicked King","1.0","1.0","The Wicked King","The Wicked King (The Folk of the Air #2)","The Wicked King","The Wicked King (The Folk of the Air #2)","0.375","0.375","the wicked king","the wicked king","the wicked king","the wicked king","1.0","1.0","the wicked king","the wicked king","the wicked king","the wicked king","1.0","1.0","The Wicked King","The Wicked King (The Folk of the Air #2)","The Wicked King","The Wicked King (The Folk of the Air #2)","0.7916666666666666","0.7916666666666666","the wicked king","the wicked king","the wicked king","the wicked king","1.0","1.0","The Wicked King","The Wicked King (The Folk of the Air #2)","The Wicked King","The Wicked King (The Folk of the Air #2)","0.875","0.875","the wicked king","the wicked king","the wicked king","the wicked king","1.0","1.0","the wicked king","the wicked king","the wicked king","the wicked king","1.0","1.0","The Wicked King","The Wicked King","The Wicked King","The Wicked King","1.0","1.0","Holly Black","Holly Black","holly black","holly black","1.0","1.0","Holly Black","Holly Black","Holly Black","Holly Black","1.0","1.0","Holly Black","Holly Black","holly black","holly black","1.0","1.0","Holly Black","Holly Black","Holly Black","Holly Black","1.0","1.0","Holly Black","Holly Black","holly black","holly black","1.0","1.0","Holly Black","Holly Black","Holly Black","Holly Black","1.0","1.0","Holly Black","Holly Black","holly black","holly black","1.0","1.0","Holly Black","Holly Black","Holly Black","Holly Black","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WekaMatchingRule","Goodreads_books_37982","Amazon_17412","0.7307692307692307","1","White Hot","White Hot","White Hot","White Hot","1.0","1.0","White Hot","White Hot","White Hot","White Hot","1.0","1.0","white hot","white hot","white hot","white hot","1.0","1.0","white hot","white hot","white hot","white hot","1.0","1.0","White Hot","White Hot","White Hot","White Hot","1.0","1.0","white hot","white hot","white hot","white hot","1.0","1.0","White Hot","White Hot","White Hot","White Hot","1.0","1.0","white hot","white hot","white hot","white hot","1.0","1.0","white hot","white hot","white hot","white hot","1.0","1.0","White Hot","White Hot","White Hot","White Hot","1.0","1.0","Ilona Andrews","Ilona Andrews","ilona andrews","ilona andrews","1.0","1.0","Ilona Andrews","Ilona Andrews","Ilona Andrews","Ilona Andrews","1.0","1.0","Ilona Andrews","Ilona Andrews","ilona andrews","ilona andrews","1.0","1.0","Ilona Andrews","Ilona Andrews","Ilona Andrews","Ilona Andrews","1.0","1.0","Ilona Andrews","Ilona Andrews","ilona andrews","ilona andrews","1.0","1.0","Ilona Andrews","Ilona Andrews","Ilona Andrews","Ilona Andrews","1.0","1.0","Ilona Andrews","Ilona Andrews","ilona andrews","ilona andrews","1.0","1.0","Ilona Andrews","Ilona Andrews","Ilona Andrews","Ilona Andrews","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0","Romance","Romance","romance","romance","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WekaMatchingRule","Goodreads_books_31495","Amazon_22311","0.0014619883040935672","0","All Things Bright and Beautiful","All Things Bright and Beautiful","All Things Bright and Beautiful","All Things Bright and Beautiful","1.0","1.0","All Things Bright and Beautiful","All the Buildings in New York","All Things Bright and Beautiful","All the Buildings in New York","0.3548387096774194","0.3548387096774194","all things bright and beautiful","all things bright and beautiful","all things bright and beautiful","all things bright and beautiful","1.0","1.0","all things bright and beautiful","all things bright and beautiful","all things bright and beautiful","all things bright and beautiful","1.0","1.0","All Things Bright and Beautiful","All the Buildings in New York","All Things Bright and Beautiful","All the Buildings in New York","0.6949388209121246","0.6949388209121246","all things bright and beautiful","all things bright and beautiful","all things bright and beautiful","all things bright and beautiful","1.0","1.0","All Things Bright and Beautiful","All the Buildings in New York","All Things Bright and Beautiful","All the Buildings in New York","0.8169632925472747","0.8169632925472747","all things bright and beautiful","all things bright and beautiful","all things bright and beautiful","all things bright and beautiful","1.0","1.0","all things bright and beautiful","all things bright and beautiful","all things bright and beautiful","all things bright and beautiful","1.0","1.0","All Things Bright and Beautiful","All Things Bright and Beautiful","All Things Bright and Beautiful","All Things Bright and Beautiful","1.0","1.0","James Herriot","James Gulliver Hancock","james herriot","james gulliver hancock","0.25","0.0","James Herriot","James Gulliver Hancock","James Herriot","James Gulliver Hancock","0.25","0.0","James Herriot","James Gulliver Hancock","james herriot","james gulliver hancock","0.6634291634291635","0.6634291634291635","James Herriot","James Gulliver Hancock","James Herriot","James Gulliver Hancock","0.6634291634291635","0.6634291634291635","James Herriot","James Gulliver Hancock","james herriot","james gulliver hancock","0.7980574980574981","0.7980574980574981","James Herriot","James Gulliver Hancock","James Herriot","James Gulliver Hancock","0.7980574980574981","0.7980574980574981","James Herriot","James Gulliver Hancock","james herriot","james gulliver hancock","0.6307692307692307","0.6307692307692307","James Herriot","James Gulliver Hancock","James Herriot","James Gulliver Hancock","0.6307692307692307","0.6307692307692307","","","","","0.0","0.0","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WekaMatchingRule","Goodreads_books_16229","Amazon_22253","0.6","1","The Emigrants","The Emigrants","The Emigrants","The Emigrants","1.0","1.0","The Emigrants","The Emigrants","The Emigrants","The Emigrants","1.0","1.0","the emigrants","the emigrants","the emigrants","the emigrants","1.0","1.0","the emigrants","the emigrants","the emigrants","the emigrants","1.0","1.0","The Emigrants","The Emigrants","The Emigrants","The Emigrants","1.0","1.0","the emigrants","the emigrants","the emigrants","the emigrants","1.0","1.0","The Emigrants","The Emigrants","The Emigrants","The Emigrants","1.0","1.0","the emigrants","the emigrants","the emigrants","the emigrants","1.0","1.0","the emigrants","the emigrants","the emigrants","the emigrants","1.0","1.0","The Emigrants","The Emigrants","The Emigrants","The Emigrants","1.0","1.0","W.G. Sebald","W. G. Sebald","wg sebald","w g sebald","0.25","0.0","W.G. Sebald","W. G. Sebald","W.G. Sebald","W. G. Sebald","1.0","1.0","W.G. Sebald","W. G. Sebald","wg sebald","w g sebald","0.9296296296296296","0.9296296296296296","W.G. Sebald","W. G. Sebald","W.G. Sebald","W. G. Sebald","0.9419191919191919","0.9419191919191919","W.G. Sebald","W. G. Sebald","wg sebald","w g sebald","0.9366666666666666","0.9366666666666666","W.G. Sebald","W. G. Sebald","W.G. Sebald","W. G. Sebald","0.9535353535353536","0.9535353535353536","W.G. Sebald","W. G. Sebald","wg sebald","w g sebald","0.8888888888888888","0.8888888888888888","W.G. Sebald","W. G. Sebald","W.G. Sebald","W. G. Sebald","0.8181818181818182","0.8181818181818182","","","","","0.0","0.0","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WekaMatchingRule","Goodreads_books_2234","Amazon_9685","0.6847290640394089","1","Meet Me at the Cupcake Caf√©","Meet Me at the Cupcake Caf√©","Meet Me at the Cupcake Caf√©","Meet Me at the Cupcake Caf√©","1.0","1.0","Meet Me at the Cupcake Caf√©","Meet Me At The Cupcake Cafe","Meet Me at the Cupcake Caf√©","Meet Me At The Cupcake Cafe","0.9285714285714286","0.9285714285714286","meet me at the cupcake caf„©","meet me at the cupcake caf„©","meet me at the cupcake caf„©","meet me at the cupcake caf„©","1.0","1.0","meet me at the cupcake caf„©","meet me at the cupcake caf„©","meet me at the cupcake caf„©","meet me at the cupcake caf„©","1.0","1.0","Meet Me at the Cupcake Caf√©","Meet Me At The Cupcake Cafe","Meet Me at the Cupcake Caf√©","Meet Me At The Cupcake Cafe","0.9638447971781305","0.9638447971781305","meet me at the cupcake caf„©","meet me at the cupcake caf„©","meet me at the cupcake caf„©","meet me at the cupcake caf„©","1.0","1.0","Meet Me at the Cupcake Caf√©","Meet Me At The Cupcake Cafe","Meet Me at the Cupcake Caf√©","Meet Me At The Cupcake Cafe","0.9783068783068783","0.9783068783068783","meet me at the cupcake caf„©","meet me at the cupcake caf„©","meet me at the cupcake caf„©","meet me at the cupcake caf„©","1.0","1.0","meet me at the cupcake caf„©","meet me at the cupcake caf„©","meet me at the cupcake caf„©","meet me at the cupcake caf„©","1.0","1.0","Meet Me at the Cupcake Caf√©","Meet Me at the Cupcake Caf√©","Meet Me at the Cupcake Caf√©","Meet Me at the Cupcake Caf√©","1.0","1.0","Jenny Colgan","Jenny Colgan","jenny colgan","jenny colgan","1.0","1.0","Jenny Colgan","Jenny Colgan","Jenny Colgan","Jenny Colgan","1.0","1.0","Jenny Colgan","Jenny Colgan","jenny colgan","jenny colgan","1.0","1.0","Jenny Colgan","Jenny Colgan","Jenny Colgan","Jenny Colgan","1.0","1.0","Jenny Colgan","Jenny Colgan","jenny colgan","jenny colgan","1.0","1.0","Jenny Colgan","Jenny Colgan","Jenny Colgan","Jenny Colgan","1.0","1.0","Jenny Colgan","Jenny Colgan","jenny colgan","jenny colgan","1.0","1.0","Jenny Colgan","Jenny Colgan","Jenny Colgan","Jenny Colgan","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WekaMatchingRule","Goodreads_books_13678","Amazon_12379",,"0","Beauty Salon","Beauty Salon","Beauty Salon","Beauty Salon","1.0","1.0","Beauty Salon","Beauty At Home","Beauty Salon","Beauty At Home","0.5714285714285714","0.5714285714285714","beauty salon","beauty salon","beauty salon","beauty salon","1.0","1.0","beauty salon","beauty salon","beauty salon","beauty salon","1.0","1.0","Beauty Salon","Beauty At Home","Beauty Salon","Beauty At Home","0.7976190476190476","0.7976190476190476","beauty salon","beauty salon","beauty salon","beauty salon","1.0","1.0","Beauty Salon","Beauty At Home","Beauty Salon","Beauty At Home","0.8785714285714286","0.8785714285714286","beauty salon","beauty salon","beauty salon","beauty salon","1.0","1.0","beauty salon","beauty salon","beauty salon","beauty salon","1.0","1.0","Beauty Salon","Beauty Salon","Beauty Salon","Beauty Salon","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0","Kurt Hollander","Aerin Lauder","kurt hollander","aerin lauder","0.7605820105820106","0.7605820105820106","Kurt Hollander","Aerin Lauder","Kurt Hollander","Aerin Lauder","0.7605820105820106","0.7605820105820106","Kurt Hollander","Aerin Lauder","kurt hollander","aerin lauder","0.7605820105820106","0.7605820105820106","Kurt Hollander","Aerin Lauder","Kurt Hollander","Aerin Lauder","0.7605820105820106","0.7605820105820106","Kurt Hollander","Aerin Lauder","kurt hollander","aerin lauder","0.36666666666666664","0.36666666666666664","Kurt Hollander","Aerin Lauder","Kurt Hollander","Aerin Lauder","0.36666666666666664","0.36666666666666664","","","","","0.0","0.0","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WekaMatchingRule","Goodreads_books_27606","Amazon_13412","0.0014619883040935672","0","The Third Circle","The Third Circle","The Third Circle","The Third Circle","1.0","1.0","The Third Circle","The Thick of It: The Missing DoSAC Files","The Third Circle","The Thick of It: The Missing DoSAC Files","0.30000000000000004","0.30000000000000004","the third circle","the third circle","the third circle","the third circle","1.0","1.0","the third circle","the third circle","the third circle","the third circle","1.0","1.0","The Third Circle","The Thick of It: The Missing DoSAC Files","The Third Circle","The Thick of It: The Missing DoSAC Files","0.6238636363636364","0.6238636363636364","the third circle","the third circle","the third circle","the third circle","1.0","1.0","The Third Circle","The Thick of It: The Missing DoSAC Files","The Third Circle","The Thick of It: The Missing DoSAC Files","0.7743181818181819","0.7743181818181819","the third circle","the third circle","the third circle","the third circle","1.0","1.0","the third circle","the third circle","the third circle","the third circle","1.0","1.0","The Third Circle","The Third Circle","The Third Circle","The Third Circle","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0","Amanda Quick","Armando Iannucci","amanda quick","armando iannucci","0.7527777777777779","0.7527777777777779","Amanda Quick","Armando Iannucci","Amanda Quick","Armando Iannucci","0.7527777777777779","0.7527777777777779","Amanda Quick","Armando Iannucci","amanda quick","armando iannucci","0.7775000000000001","0.7775000000000001","Amanda Quick","Armando Iannucci","Amanda Quick","Armando Iannucci","0.7775000000000001","0.7775000000000001","Amanda Quick","Armando Iannucci","amanda quick","armando iannucci","0.48333333333333334","0.48333333333333334","Amanda Quick","Armando Iannucci","Amanda Quick","Armando Iannucci","0.48333333333333334","0.48333333333333334","","","","","0.0","0.0","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WekaMatchingRule","Goodreads_books_11993","Amazon_1086",,"0","Under the Fang","Under the Fang","Under the Fang","Under the Fang","1.0","1.0","Under the Fang","Underland","Under the Fang","Underland","0.5","0.5","under the fang","under the fang","under the fang","under the fang","1.0","1.0","under the fang","under the fang","under the fang","under the fang","1.0","1.0","Under the Fang","Underland","Under the Fang","Underland","0.7592592592592592","0.7592592592592592","under the fang","under the fang","under the fang","under the fang","1.0","1.0","Under the Fang","Underland","Under the Fang","Underland","0.8555555555555555","0.8555555555555555","under the fang","under the fang","under the fang","under the fang","1.0","1.0","under the fang","under the fang","under the fang","under the fang","1.0","1.0","Under the Fang","Under the Fang","Under the Fang","Under the Fang","1.0","1.0","Robert Petitt","Robert Macfarlane","robert petitt","robert macfarlane","0.3333333333333333","0.3333333333333333","Robert Petitt","Robert Macfarlane","Robert Petitt","Robert Macfarlane","0.3333333333333333","0.3333333333333333","Robert R. McCammon","Robert Macfarlane","robert r mccammon","robert macfarlane","0.7761437908496732","0.7761437908496732","Robert R. McCammon","Robert Macfarlane","Robert R. McCammon","Robert Macfarlane","0.7630718954248366","0.7630718954248366","Robert R. McCammon","Robert Macfarlane","robert r mccammon","robert macfarlane","0.865686274509804","0.865686274509804","Robert R. McCammon","Robert Macfarlane","Robert R. McCammon","Robert Macfarlane","0.8578431372549019","0.8578431372549019","Robert Petitt","Robert Macfarlane","robert petitt","robert macfarlane","0.5384615384615384","0.5384615384615384","Robert Petitt","Robert Macfarlane","Robert Petitt","Robert Macfarlane","0.5384615384615384","0.5384615384615384","","","","","0.0","0.0","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WekaMatchingRule","Goodreads_books_21862","Amazon_7093",,"0","The Sleeper and the Spindle","The Sleeper and the Spindle","The Sleeper and the Spindle","The Sleeper and the Spindle","1.0","1.0","The Sleeper and the Spindle","The Slap","The Sleeper and the Spindle","The Slap","0.2962962962962963","0.0","the sleeper and the spindle","the sleeper and the spindle","the sleeper and the spindle","the sleeper and the spindle","1.0","1.0","the sleeper and the spindle","the sleeper and the spindle","the sleeper and the spindle","the sleeper and the spindle","1.0","1.0","The Sleeper and the Spindle","The Slap","The Sleeper and the Spindle","The Slap","0.7114197530864198","0.7114197530864198","the sleeper and the spindle","the sleeper and the spindle","the sleeper and the spindle","the sleeper and the spindle","1.0","1.0","The Sleeper and the Spindle","The Slap","The Sleeper and the Spindle","The Slap","0.826851851851852","0.826851851851852","the sleeper and the spindle","the sleeper and the spindle","the sleeper and the spindle","the sleeper and the spindle","1.0","1.0","the sleeper and the spindle","the sleeper and the spindle","the sleeper and the spindle","the sleeper and the spindle","1.0","1.0","The Sleeper and the Spindle","The Sleeper and the Spindle","The Sleeper and the Spindle","The Sleeper and the Spindle","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0","Chris Riddell","Christos Tsiolkas","chris riddell","christos tsiolkas","0.6953242835595778","0.6953242835595778","Chris Riddell","Christos Tsiolkas","Chris Riddell","Christos Tsiolkas","0.6953242835595778","0.6953242835595778","Chris Riddell","Christos Tsiolkas","chris riddell","christos tsiolkas","0.8171945701357467","0.8171945701357467","Chris Riddell","Christos Tsiolkas","Chris Riddell","Christos Tsiolkas","0.8171945701357467","0.8171945701357467","Chris Riddell","Christos Tsiolkas","chris riddell","christos tsiolkas","0.38461538461538464","0.38461538461538464","Chris Riddell","Christos Tsiolkas","Chris Riddell","Christos Tsiolkas","0.38461538461538464","0.38461538461538464","","","","","0.0","0.0","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
